PMID	Mesh	Concept	TREE
10641015	Androgens	D000728	D27.505.696.399.472.161
10641015	anastrozole	C090450	C0290883
10641015	Dichlorodiphenyl Dichloroethylene	D003633	D02.455.526.439.292
10641015	butylbenzyl phthalate	C027561	C0054293
10641015	vinylidene chloride	C029297	C0078277
10641015	Ketoconazole	D007654	D03.383.606.560
10641015	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
10641015	Endocrine Disruptors	D052244	D27.505.696.353;D27.888.141
10641015	Diethylstilbestrol	D004054	D02.455.426.559.389.150.700.175
10641015	Estrogen	D004967	D27.505.696.399.472.277
10641015	Androgen Antagonists	D000726	D06.347.065;D27.505.696.399.450.065
10641015	Oxazoles	D010080	D03.383.129.462
10641015	Benzhydryl Compounds	D001559	D02.455.426.559.389.115
10641015	Phenols	D010636	D02.455.426.559.389.657
10641015	Nitriles	D009570	D02.626
10641015	Triazoles	D014230	D03.383.129.799
10641015	Phthalic Acids	D010795	D02.241.223.805
10641015	Dichloroethylenes	D004000	D02.455.326.271.367.300;D02.455.526.439.350
10641015	Liver	D008099	A03.620
10641015	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
12128099	Female	D005260	C0015780
12128099	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
12128099	Rats	D051381	C0034721
12128099	Animals	D000818	C0003062
12128099	Diethylstilbestrol	D004054	D02.455.426.559.389.150.700.175
12128099	Estradiol	D004958	D04.808.365.415.248;D06.472.334.851.437.500
12128099	Estrogenic Effects	D004967	D27.505.696.399.472.277
12128099	nonylphenol	C025256	C0068946
12128099	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
12128099	Detergents	D003902	D27.720.877.265;J01.516.381
12128099	Thyroxine	D013974	D06.472.931.812;D12.125.072.050.767
12128099	Diestrus	D004031	G08.686.195.374
12128099	Sexual Maturation	D012741	G07.700.320.750.750;G08.686.785.880.750
12128099	Phenols	D010636	D02.455.426.559.389.657
12128099	Uterus	D014599	A05.360.319.679
12128099	Estrous Cycles	D030762	G08.686.195
12128099	Vagina	D014621	A05.360.319.779
12128099	Receptors, Estrogen	D011960	D12.776.260.698.750.350;D12.776.826.750.350;D12.776.930.669.750.350
12128099	Estrus	D004971	G08.686.195.500
12128099	Models, Animal	D023421	E05.598
12128099	Pesticides	D010575	D27.720.031.700;D27.720.723;D27.888.723
12128099	Paints	D010150	J01.637.597
174053	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
174053	Female	D005260	C0015780
174053	Rats	D051381	C0034721
174053	Animals	D000818	C0003062
174053	Electron Transport Complex IV	D003576	D05.500.562.374;D08.811.600.250.687;D08.811.682.285;D12.776.157.530.450.250.875.304;D12.776.543.277.687;D12.776.543.585.450.250.875.484
174053	Glutamate	D018698	D12.125.067.625.349;D12.125.119.409.349;D12.125.427.300
174053	malic acid	C030298	C0065583
174053	Malates	D008293	D02.241.081.337.463;D02.241.511.505
174053	NAD	D009243	D03.438.759.646.138.694;D08.211.589;D13.695.667.138.694;D13.695.827.068.694
174053	lead carbonate	C043262	C0303232
174053	4-phenylenediamine	C029728	C0048678
174053	Mothers	D009035	F01.829.263.500.320.200;I01.880.225.500.340.270;M01.620.630
174053	Lactation	D007774	G08.686.702.500;G08.686.785.420
174053	Mitochondria	D008928	A11.284.430.214.190.875.564;A11.284.835.626
174053	Oxygen Consumption	D010101	G03.730
174053	Carbonates	D002254	D01.045.125;D01.200.275.150;D01.248.497.158.165
174053	Phenylenediamines	D010655	D02.092.146.651;D02.092.782.258.651
174053	Cerebellum	D002531	A08.186.211.132.810.428.200;A08.186.211.865.428.200
174053	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
174053	Cerebrum	D054022	A08.186.211.730.885.287
174053	Diet	D004032	G07.610.240
174053	Brain	D001921	A08.186.211
174053	Edema	D004487	C23.888.277
174053	Adenosine Diphosphate	D000244	D03.438.759.646.138.124;D13.695.667.138.124;D13.695.827.068.124
174053	Centrifugation	D002498	E05.181
19465108	Male	D008297	C0024554
19465108	Rats	D051381	C0034721
19465108	Mice	D051379	C0026809
19465108	Animals	D000818	C0003062
19465108	decabromobiphenyl ether	C010902	C0112691
19465108	Halogenated Diphenyl Ethers	D055768	D02.355.726.601;D02.455.426.559.389.657.654.601
19465108	Flame Retardants	D005411	D27.720.361
19465108	GAP-43 Protein	D019922	D12.776.395.550.400;D12.776.543.550.400;D12.776.641.400
19465108	Calcium-Calmodulin-Dependent Protein Kinase Type 2	D054732	D08.811.913.696.620.682.700.125.200;D12.644.360.100.200;D12.776.476.100.200
19465108	Brain-Derived Neurotrophic Factor	D019208	D12.644.276.860.100;D12.776.467.860.100;D12.776.641.600.100;D23.529.850.100
19465108	Synaptophysin	D016708	D12.776.543.488.875;D12.776.543.990.840;D12.776.641.800;D23.101.840.800
19465108	Milk, Human	D008895	A12.200.467;J02.200.700.500;J02.500.350.525.500
19465108	phenyl ether	C031538	C0070605
19465108	Phenyl Ethers	D010647	D02.355.726;D02.455.426.559.389.657.654
19465108	Hippocampus	D006624	A08.186.211.464.405;A08.186.211.730.885.287.500.345
19465108	Cerebral Cortex	D002540	A08.186.211.730.885.287.500
19465108	Mammals	D008322	B01.050.150.900.649
19465108	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
19465108	Growth and Development	D048788	G07.700.320
19465108	growth & development	C1457898	
12388839	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
12388839	Female	D005260	C0015780
12388839	Animals	D000818	C0003062
12388839	Mice	D051379	C0026809
12388839	Methacholine Chloride	D016210	D02.092.877.883.555.500;D02.675.276.534.500
12388839	Asthma	D001249	C08.127.108;C08.381.495.108;C08.674.095;C20.543.480.680.095
12388839	Bronchoalveolar Lavage Fluid	D001992	E05.927.100.500
12388839	Stachybotrys	D013191	B01.300.381.840
12388839	Mice, BALB C	D008807	B01.050.050.157.520.338;B01.050.050.199.520.520.338;B01.050.150.900.649.865.635.505.500.400.338
12388839	Interleukin-5	D015848	D12.644.276.374.465.505;D12.776.467.374.465.505;D23.529.374.465.505
12388839	Hanks Balanced Salt Solution	C072670	C0120742
12388839	Serum Albumin, Bovine	D012710	D12.776.034.841.540;D12.776.124.727.540
12388839	Goals	D006040	F01.658.500
12388839	Bronchial Provocation Tests	D001985	E01.370.386.700.125
12388839	Isotonic Solutions	D007552	D26.776.498
12388839	Hypersensitivity	D006967	C20.543
12388839	Plethysmography, Whole Body	D010993	E01.370.386.700.615;E01.370.610.615
12388839	Eosinophilia	D004802	C15.378.553.231
12388839	Environmental Exposure	D004781	N06.850.460.350
12388839	Immunoglobulin E	D007073	D12.776.124.486.485.114.619.312;D12.776.124.790.651.114.619.312;D12.776.377.715.548.114.619.312
12388839	Lymphocytes	D008214	A11.118.637.555.567;A15.145.229.637.555.567;A15.382.490.555.567
12388839	Aerosols	D000336	D20.280.055;D26.255.165.055;D27.720.280.165.055
12388839	Numbers, Cell	D002452	E01.370.225.500.195;E05.200.500.195;E05.242.195;G04.170
12388839	Lactate Dehydrogenases	D045022	D08.811.682.047.551
9520339	Female	D005260	C0015780
9520339	Male	D008297	C0024554
9520339	Rats	D051381	C0034721
9520339	Animals	D000818	C0003062
9520339	Cytochrome P-450 CYP2B1	D019362	D08.244.453.040.888;D08.811.682.690.708.170.040.499;D12.776.422.220.453.040.777
9520339	Cytochrome P-450 CYP1A1	D019363	D08.244.453.040.555;D08.811.682.690.708.170.040.332;D12.776.422.220.453.040.332
9520339	Cytochrome P-450 CYP1A2	D019388	D08.244.453.040.777;D08.811.682.690.708.170.040.443;D12.776.422.220.453.040.555
9520339	Enzyme Induction	D004790	G05.355.315.320.200
9520339	Glucuronosyltransferase	D014453	D08.811.913.400.450.480
9520339	Epoxide Hydrolases	D004851	D08.811.277.340
9520339	octamethylcyclotetrasiloxane	C024064	C0377219
9520339	pentoxyresorufin	C044943	C0070318
9520339	Phenobarbital	D010634	D03.383.742.698.253.650
9520339	Hydroxylation	D006900	G02.111.087.512;G02.149.115.512;G02.149.465.410;G02.607.750.410;G03.495.510
9520339	Hepatomegaly	D006529	C06.552.416;C23.300.775.525
9520339	Testosterone	D013739	D04.808.054.079.429.824;D06.472.334.851.968.984
9520339	Inhalation Exposure	D019570	N06.850.460.350.112
9520339	Cytochrome P-450	D003577	D08.244.453;D08.811.682.690.708.170;D12.776.422.220.453
9520339	Siloxanes	D012833	D01.837.800;D02.715.650;D05.750.900;D25.720.900;J01.637.051.720.900
9520339	Oxazines	D010078	D03.383.533
9520339	Rats, Inbred F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
9520339	Liver	D008099	A03.620
9520339	Blotting, Western	D015153	E05.196.401.143;E05.301.300.096;E05.393.525.262;E05.478.566.320.200;E05.601.495.320.200
9520339	Endoplasmic Reticulum	D004721	A11.284.430.214.190.875.248
9520339	Centrifugation	D002498	E05.181
9520339	enzymology	C0014445	
9520339	genetics	C0017399	
19672767	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
19672767	Female	D005260	C0015780
19672767	Coca	D003041	B01.650.940.800.575.100.346.500
19672767	Papaver	D010207	B01.650.940.800.575.100.795.500
19672767	Coffee	D003069	D20.215.784.249;J02.200.325
19672767	glyphosate	C010974	C0061764
19672767	Sugarcane	D031786	B01.650.940.800.575.100.822.835
19672767	Cytokinesis	D048749	G04.299.134.220.250
19672767	Spouses	D018454	F01.829.263.500.660;I01.880.225.500.670;M01.816
19672767	Cytogenetic Analysis	D020732	E01.370.225.500.385;E05.200.500.385;E05.242.385;E05.393.285
19672767	Micronucleus Assay	D015162	E05.393.560.598
19672767	Pesticides	D010575	D27.720.031.700;D27.720.723;D27.888.723
19672767	Occupational Exposure	D016273	N06.850.460.350.600
19672767	Biomonitoring	D004784	N06.850.460.350.080;N06.850.780.375
19672767	Glycine	D005998	D12.125.481
19672767	Herbicides	D006540	D27.720.031.700.366;D27.720.723.366;D27.888.723.366
19672767	Agricultural Workers	D000383	J01.040
19672767	Lymphocytes	D008214	A11.118.637.555.567;A15.145.229.637.555.567;A15.382.490.555.567
19672767	Life Style	D008019	F01.829.458
19672767	Health Status	D006304	I01.240.425;N01.224.425;N06.850.505.400.425
19672767	Carbohydrates	D002241	D09
8427647	Child	D002648	M01.060.406
8427647	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
8427647	Odds Ratio	D016017	E05.318.740.600.600;G17.680.500;N05.715.360.750.625.590;N06.850.520.830.600.600
8427647	Risk Factors	D012307	E05.318.740.600.800.725;N05.715.350.200.700;N05.715.360.750.625.700.700;N06.850.490.625.750;N06.850.520.830.600.800.725
8427647	Electromagnetic Fields	D004574	G01.358.500.260;G01.358.750.500
8427647	Logistic Models	D016015	E05.318.740.500.525;E05.318.740.600.800.450;E05.318.740.750.450;E05.599.835.875;N05.715.360.750.530.480;N05.715.360.750.625.700.450;N05.715.360.750.695.470;N06.850.520.830.500.525;N06.850.520.830.600.800.450;N06.850.520.830.750.450
8427647	Confidence Intervals	D016001	E05.318.740.275;N05.715.360.750.220;N06.850.520.830.275
8427647	Mexico	D008800	Z01.107.567.589
8427647	Bone Marrow	D001853	A15.382.216
8427647	Multivariate Analysis	D015999	E05.318.740.150.500;N05.715.360.750.125.500;N06.850.520.830.150.500
8427647	Outpatients	D010045	M01.643.630
8427647	Inpatients	D007297	M01.643.470
8427647	Leukemia	D007938	C04.557.337
8427647	Risk	D012306	E05.318.740.600.800;G17.680.750;N05.715.360.750.625.700;N06.850.520.830.600.800
8427647	Electricity	D004560	G01.358.500.249
8427647	Neoplasia	D009369	C04
8427647	Parental Age	D010290	F01.829.263.500.320;I01.880.225.500.340;M01.620
8427647	Questionnaire	D011795	E05.318.308.750;L01.280.800;N05.715.360.300.695;N06.850.520.308.750
8427647	Biopsy	D001706	E01.370.225.500.384.100;E01.370.225.998.054;E01.370.388.100;E04.074;E05.200.500.384.100;E05.200.998.054;E05.242.384.100
8427647	Social Class	D012923	I01.880.552;I01.880.840.755;N01.824.782
8427647	Occupations	D009790	N01.824.547
8427647	Prospective Studies	D011446	C0033522
8427647	diagnosis	C1704338	
10188192	Male	D008297	C0024554
10188192	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
10188192	Rats	D051381	C0034721
10188192	Animals	D000818	C0003062
10188192	AR protein, human	C410798	C1447749
10188192	Receptors, Androgen	D011944	D12.776.260.698.750.150;D12.776.826.750.150;D12.776.930.669.750.150
10188192	Androgens	D000728	D27.505.696.399.472.161
10188192	vinclozolin	C025643	C0078245
10188192	Sex Differentiation	D012733	G07.700.320.500.325.377.843;G07.700.320.750.500;G08.686.785.880.500
10188192	Testosterone	D013739	D04.808.054.079.429.824;D06.472.334.851.968.984
10188192	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
10188192	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
10188192	Sexual Maturation	D012741	G07.700.320.750.750;G08.686.785.880.750
10188192	Oxazoles	D010080	D03.383.129.462
10188192	Fungicides, Industrial	D005659	D27.720.031.700.288;D27.720.723.288;D27.888.723.288
10188192	Sex Development	D046468	G07.700.320.750;G08.686.785.880
10188192	Epididymis	D004822	A05.360.444.371
10188192	Luteinizing Hormone	D007986	D06.472.699.322.576.463;D06.472.699.631.525.343.463;D12.644.548.691.525.343.463
10188192	Sperm	D013094	A05.360.490.890;A11.497.760
10188192	Administration, Oral	D000284	E02.319.267.100
10188192	DNA	D004247	D13.444.308
10188192	growth & development	C1457898	
11311387	Animals	D000818	B01.050
11311387	tributyltin	C011559	C0077024
11311387	Lymnaea	D008195	B01.050.500.644.400.750.645
11311387	Methyltestosterone	D008777	D04.808.054.079.429.824.664
11311387	4-nonylphenol	C041594	C0097405
11311387	Phytoestrogens	D048789	D27.505.696.399.472.277.540.500
11311387	gamma-sitosterol	C025473	C0220914
11311387	Gastropod	D049851	B01.050.500.644.400
11311387	Trialkyltin Compounds	D014220	D02.691.850.900
11311387	Snails	D012908	B01.050.500.644.400.750
11311387	Reproduction	D012098	G08.686.785.760
11311387	Phenols	D010636	D02.455.426.559.389.657
11311387	Sitosterols	D012855	D04.808.247.222.857;D04.808.247.808.756.669
11311387	Fertility	D005298	G08.686.210
11311387	Pesticides	D010575	D27.720.031.700;D27.720.723;D27.888.723
11311387	Parents	D010290	F01.829.263.500.320;I01.880.225.500.340;M01.620
11311387	Atrophy	D001284	C23.300.070
11311387	therapy	C0039798	
11311387	instrumentation	C0021632	
18205057	Female	D005260	C0015780
18205057	Animals	D000818	B01.050
18205057	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
18205057	Turtles	D014426	B01.050.150.900.833.848
18205057	Cadmium	D002104	D01.268.556.137;D01.268.956.061;D01.552.544.137
18205057	Ponds	D061005	G01.311.718;G16.500.275.280.625;N06.230.232.625
18205057	Xenobiotics	D015262	D26.969
18205057	Water	D014867	D01.455.900;D01.650.550.925
18205057	Military Personnel	D008889	M01.526.625
18205057	Fresh Water	D005618	G16.500.275.280;N06.230.232
18205057	Ovarian Follicle	D006080	A05.360.319.114.630.535;A06.407.312.497.535
18205057	Reproduction	D012098	G08.686.785.760
18205057	Gonads	D006066	A05.360.576;A06.407.312
18205057	Oocytes	D009865	A05.360.490.690.680;A11.497.497.600
18205057	Cell Number	D002452	E01.370.225.500.195;E05.200.500.195;E05.242.195;G04.170
18205057	Germ Cells	D005854	A05.360.490;A11.497
18205057	Apoptosis	D017209	G04.299.139.160
18205057	Cell Movement	D002465	G04.299.283;G07.700.560.500.180
18205057	Massachusetts	D008404	C0024874
10670824	Female	D005260	C0015780
10670824	Male	D008297	C0024554
10670824	Rats	D051381	C0034721
10670824	Animals	D000818	C0003062
10670824	Cytochrome P-450 CYP2B1	D019362	D08.244.453.040.888;D08.811.682.690.708.170.040.499;D12.776.422.220.453.040.777
10670824	Cytochrome P-450 CYP1A1	D019363	D08.244.453.040.555;D08.811.682.690.708.170.040.332;D12.776.422.220.453.040.332
10670824	NADPH-Ferrihemoprotein Reductase	D009251	D08.811.682.608.191.500
10670824	Microsomes, Liver	D008862	A11.284.835.540.541
10670824	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
10670824	decamethylcyclopentasiloxane	C114768	C0758117
10670824	pentoxyresorufin	C044943	C0070318
10670824	Corn Oil	D003314	D10.212.302.380.370;D10.212.507.340;D10.627.700.240;D20.215.784.750.240;J02.500.375.400.250
10670824	Phenobarbital	D010634	D03.383.742.698.253.650
10670824	Injections, Intraperitoneal	D007274	E02.319.267.530.490
10670824	Polymers	D011108	D05.750;D25.720;J01.637.051.720
10670824	Molecular Weight	D008970	G02.842.580
10670824	cytochrome P-450 CYP2B6	C103564	C0534140
10670824	Aryl Hydrocarbon Hydroxylases	D001189	D08.244.453.040;D08.811.682.690.708.170.040;D12.776.422.220.453.040
10670824	Siloxanes	D012833	D01.837.800;D02.715.650;D05.750.900;D25.720.900;J01.637.051.720.900
10670824	Oxazines	D010078	D03.383.533
10670824	Oxidoreductases, N-Demethylating	D010089	D08.811.682.662.582
10670824	Liver	D008099	A03.620
10670824	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
10670824	enzymology	C0014445	
10670824	Female	D005260	C0015780
10670824	Male	D008297	C0024554
10670824	Rats	D051381	C0034721
10670824	Animals	D000818	C0003062
10670824	Cytochrome P-450 CYP2B1	D019362	D08.244.453.040.888;D08.811.682.690.708.170.040.499;D12.776.422.220.453.040.777
10670824	Cytochrome P-450 CYP1A1	D019363	D08.244.453.040.555;D08.811.682.690.708.170.040.332;D12.776.422.220.453.040.332
10670824	NADPH-Ferrihemoprotein Reductase	D009251	D08.811.682.608.191.500
10670824	Microsomes, Liver	D008862	A11.284.835.540.541
10670824	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
10670824	decamethylcyclopentasiloxane	C114768	C0758117
10670824	pentoxyresorufin	C044943	C0070318
10670824	Corn Oil	D003314	D10.212.302.380.370;D10.212.507.340;D10.627.700.240;D20.215.784.750.240;J02.500.375.400.250
10670824	Phenobarbital	D010634	D03.383.742.698.253.650
10670824	Injections, Intraperitoneal	D007274	E02.319.267.530.490
10670824	Polymers	D011108	D05.750;D25.720;J01.637.051.720
10670824	Molecular Weight	D008970	G02.842.580
10670824	cytochrome P-450 CYP2B6	C103564	C0534140
10670824	Aryl Hydrocarbon Hydroxylases	D001189	D08.244.453.040;D08.811.682.690.708.170.040;D12.776.422.220.453.040
10670824	Siloxanes	D012833	D01.837.800;D02.715.650;D05.750.900;D25.720.900;J01.637.051.720.900
10670824	Oxazines	D010078	D03.383.533
10670824	Oxidoreductases, N-Demethylating	D010089	D08.811.682.662.582
10670824	Liver	D008099	A03.620
10670824	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
10670824	enzymology	C0014445	
8825679	Female	D005260	C0015780
8825679	Male	D008297	C0024554
8825679	Pregnancy	D011247	G08.686.785.760.769
8825679	Mice	D051379	C0026809
8825679	Animals	D000818	C0003062
8825679	Humans	D006801	C0086418
8825679	Erythroid Precursor Cells	D015672	A11.148.378.590.837.250;A11.443.240.497;A11.872.378.590.817.250;A15.378.316.378.590.837.250
8825679	Benzene	D001554	D02.455.426.559.389.023
8825679	Ethanol	D000431	D02.033.375
8825679	Drinking Water	D060766	D01.455.900.300;D01.650.550.925.199;J02.200.418
8825679	Depression	D003863	F01.145.126.350
8825679	Colony-Forming Units Assays	D003114	E01.370.225.500.383;E05.200.500.383;E05.242.383
8825679	Bone Marrow Cells	D001854	A11.148;A15.378.316
8825679	Sex Characteristics	D012727	G08.686.815
8825679	Fetuses	D005333	A16.378
8825679	Alcohol Consumption	D000428	F01.145.317.269
8825679	Postpartum	D049590	G08.686.702
8825679	Habits	D006184	F01.145.466
8825679	Liver	D008099	A03.620
8825679	Cohort Studies	D015331	C0009247
17980923	Male	D008297	C0024554
17980923	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
17980923	Animals	D000818	B01.050
17980923	Vitellogenins	D014819	D12.776.092.500.925;D12.776.290.812.500;D12.776.744.925
17980923	perfluorooctanoic acid	C023036	C0070403
17980923	Estradiol	D004958	D04.808.365.415.248;D06.472.334.851.437.500
17980923	4-nonylphenol	C041594	C0097405
17980923	Estrogenic Effects	D004967	D27.505.696.399.472.277
17980923	Tilapia	D017210	B01.050.150.900.493.602.200.800
17980923	Tamoxifen	D013629	D02.455.426.559.389.150.700.900
17980923	1-hexanol	C036260	C0044399
17980923	Vitellogenesis	D014818	G04.299.151.650.249.880;G08.686.785.760.310.500.880
17980923	Oreochromis niloticus	D023681	B01.050.150.900.493.602.200
17980923	Endocrine Disruptors	D052244	D27.505.696.353;D27.888.141
17980923	Enzyme-Linked Immunosorbent Assay	D004797	E05.478.566.350.170;E05.478.566.380.360;E05.478.583.400.170;E05.601.495.350.170;E05.601.495.380.360
17980923	n-decyl alcohol	C029383	C0067912
17980923	Caprylates	D002210	D02.241.081.222;D10.251.122
17980923	Fluorocarbons	D005466	D02.455.526.510.435
17980923	nonylphenol	C025256	C0068946
17980923	Phenols	D010636	D02.455.426.559.389.657
17980923	Hexanols	D000441	D02.033.415.510;D02.033.480;D10.289.510
17980923	Receptors, Estrogen	D011960	D12.776.260.698.750.350;D12.776.826.750.350;D12.776.930.669.750.350
17980923	Hepatocytes	D022781	A11.436.348
17980923	Fresh Water	D005618	G16.500.275.280;N06.230.232
23530988	Rats	D051381	B01.050.150.900.649.865.635.505.700
23530988	Animals	D000818	B01.050
23530988	nonylphenol	C025256	C0068946
23530988	Extracellular Signal-Regulated MAP Kinases	D048049	D08.811.913.696.620.682.700.567.342;D08.811.913.696.620.682.700.646.750.249;D12.644.360.450.169;D12.776.476.450.169
23530988	bis(4-hydroxyphenyl)sulfone	C543008	C2742616
23530988	Estradiol	D004958	D04.808.365.415.248;D06.472.334.851.437.500
23530988	Estrogens	D004967	D27.505.696.399.472.277
23530988	Prolactin	D011388	D06.472.699.322.576.773;D06.472.699.631.525.525;D12.644.548.691.525.525
23530988	Phosphorylation	D010766	G02.111.087.677;G02.149.115.677;G02.149.465.700;G02.607.750.700;G03.495.790
23530988	Caspase 8	D053181	D08.811.277.656.262.500.126.550.800;D08.811.277.656.300.200.126.550.800;D12.644.360.075.405.550.800;D12.776.476.075.405.550.800
23530988	Gentian Violet	D005840	D02.092.146.400
23530988	Caspase 9	D053453	D08.811.277.656.262.500.126.550.900;D08.811.277.656.300.200.126.550.900;D12.644.360.075.405.550.900;D12.776.476.075.405.550.900
23530988	c-jun N-Terminal Kinase	D048031	D08.811.913.696.620.682.700.567.513;D08.811.913.696.620.682.700.646.750.374;D12.644.360.450.340;D12.776.476.450.340
23530988	Plastic	D010969	D05.750.716;D25.720.716;J01.637.051.720.716
23530988	7-amino-4-trifluoromethylcoumarin	C055467	C0049830
23530988	Phenols	D010636	D02.455.426.559.389.657
23530988	Mitogen-Activated Protein Kinases	D020928	D08.811.913.696.620.682.700.567;D08.811.913.696.620.682.700.646.750;D12.644.360.450;D12.776.476.450
23530988	Sulfones	D013450	D02.886.590
23530988	bisphenol A	C006780	C0053800
23530988	Benzhydryl Compounds	D001559	D02.455.426.559.389.115
23530988	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
23530988	Apoptosis	D017209	G04.299.139.160
23530988	Cell Line	D002460	A11.251.210
23530988	Surface-Active Agents	D013501	D27.720.877
23530988	Numbers, Cell	D002452	E01.370.225.500.195;E05.200.500.195;E05.242.195;G04.170
23530988	Genomics	D023281	H01.158.273.180.350;H01.158.273.343.350
23530988	Immunoassay	D007118	E05.478.566;E05.601.495
23530988	Rats	D051381	B01.050.150.900.649.865.635.505.700
23530988	Animals	D000818	B01.050
23530988	nonylphenol	C025256	C0068946
23530988	Extracellular Signal-Regulated MAP Kinases	D048049	D08.811.913.696.620.682.700.567.342;D08.811.913.696.620.682.700.646.750.249;D12.644.360.450.169;D12.776.476.450.169
23530988	bis(4-hydroxyphenyl)sulfone	C543008	C2742616
23530988	Estradiol	D004958	D04.808.365.415.248;D06.472.334.851.437.500
23530988	Estrogens	D004967	D27.505.696.399.472.277
23530988	Prolactin	D011388	D06.472.699.322.576.773;D06.472.699.631.525.525;D12.644.548.691.525.525
23530988	Phosphorylation	D010766	G02.111.087.677;G02.149.115.677;G02.149.465.700;G02.607.750.700;G03.495.790
23530988	Caspase 8	D053181	D08.811.277.656.262.500.126.550.800;D08.811.277.656.300.200.126.550.800;D12.644.360.075.405.550.800;D12.776.476.075.405.550.800
23530988	Gentian Violet	D005840	D02.092.146.400
23530988	Caspase 9	D053453	D08.811.277.656.262.500.126.550.900;D08.811.277.656.300.200.126.550.900;D12.644.360.075.405.550.900;D12.776.476.075.405.550.900
23530988	c-jun N-Terminal Kinase	D048031	D08.811.913.696.620.682.700.567.513;D08.811.913.696.620.682.700.646.750.374;D12.644.360.450.340;D12.776.476.450.340
23530988	Plastic	D010969	D05.750.716;D25.720.716;J01.637.051.720.716
23530988	7-amino-4-trifluoromethylcoumarin	C055467	C0049830
23530988	Phenols	D010636	D02.455.426.559.389.657
23530988	Mitogen-Activated Protein Kinases	D020928	D08.811.913.696.620.682.700.567;D08.811.913.696.620.682.700.646.750;D12.644.360.450;D12.776.476.450
23530988	Sulfones	D013450	D02.886.590
23530988	bisphenol A	C006780	C0053800
23530988	Benzhydryl Compounds	D001559	D02.455.426.559.389.115
23530988	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
23530988	Apoptosis	D017209	G04.299.139.160
23530988	Cell Line	D002460	A11.251.210
23530988	Surface-Active Agents	D013501	D27.720.877
23530988	Numbers, Cell	D002452	E01.370.225.500.195;E05.200.500.195;E05.242.195;G04.170
23530988	Genomics	D023281	H01.158.273.180.350;H01.158.273.343.350
23530988	Immunoassay	D007118	E05.478.566;E05.601.495
10806412	Pregnancy	D011247	G08.686.785.760.769
10806412	Male	D008297	C0024554
10806412	Female	D005260	C0015780
10806412	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
10806412	Mice	D051379	C0026809
10806412	Animals	D000818	C0003062
10806412	Diethylstilbestrol	D004054	D02.455.426.559.389.150.700.175
10806412	bisphenol A	C006780	C0053800
10806412	Aroclor 1016	C027386	C0052388
10806412	Maternal Exposure	D018811	N06.850.460.350.145
10806412	Prostate	D011467	A05.360.444.575;A10.336.707
10806412	Receptors, Androgen	D011944	D12.776.260.698.750.150;D12.776.826.750.150;D12.776.930.669.750.150
10806412	Time	D013995	G01.910
10806412	Testosterone	D013739	D04.808.054.079.429.824;D06.472.334.851.968.984
10806412	Benzhydryl Compounds	D001559	D02.455.426.559.389.115
10806412	Aroclor	D001140	D02.455.526.439.773.292;D02.455.526.439.785.292
10806412	Phenols	D010636	D02.455.426.559.389.657
10806412	Genitalia, Male	D005837	A05.360.444
10806412	Endocrine System	D004703	A06
10806412	growth & development	C1457898	
10696778	Female	D005260	C0015780
10696778	United States	D014481	Z01.107.567.875
10696778	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
10696778	Rats	D051381	C0034721
10696778	Animals	D000818	C0003062
10696778	Gonadotropin-Releasing Hormone	D007987	D06.472.699.327.740.320;D12.644.400.400.740.320;D12.644.456.460;D12.644.548.365.740.320;D12.776.641.650.405.740.320
10696778	Atrazine	D001280	D03.383.931.247
